A,C,88.00872585016555 
A,E,106.12325432338767
A,K,423.821547016247
B,F,107.68706238445444
B,M,247.65175818700888
C,G,137.01385536849733
D,J,111.37925745405569
E,N,598.6128226269358
F,P,300.70760850424097
G,H,39.74726613431116
H,I,97.84100443310663
I,J,111.48629531284334
J,K,78.12316671416986
K,L,117.57915693770383
L,M,168.9049454790122
L,N,98.20753434329488
M,P,122.37997178263575
N,O,84.90127884778055
O,P,1.608338994576592
